,purchase_price,sale_price,purchase_q_since_1970,sale_q_since_1970
1340,285,499,22,53
1341,785,1150,18,51
1342,225,660,15,38
1343,654,800,27,33
1344,225,269,5,34
1345,352,720,10,39
1346,616,890,24,39
1347,289,340,12,21
1348,389,500,31,46
1349,730,749,35,38
1350,470,825,38,43
1351,675,1170,13,43
1352,216,216,18,23
1353,365,537,6,25
1354,485,710,29,63
1355,330,575,14,46
1356,565,635,37,50
1357,300,450,8,18
1358,345,410,6,14
1359,410,565,14,26
1360,401,444,7,57
1361,438,440,12,14
1362,429,1140,6,61
1363,345,459,6,18
1364,459,790,18,54
1365,440,499,35,59
1366,385,395,1,2
1367,460,615,31,54
1368,420,480,22,27
1369,410,645,27,59
1370,865,1540,21,45
1371,648,650,33,37
1372,333,690,9,42
1373,605,735,28,31
1374,570,635,26,31
1375,265,546,5,31
1376,555,950,24,37
1377,950,1070,37,46
1378,430,560,18,28
1379,239,290,6,13
1380,303,380,3,12
1381,939,960,39,51
1382,285,300,36,51
1383,496,503,34,59
1384,334,500,9,57
1385,270,552,4,32
1386,399,399,35,36
1387,590,694,37,53
1388,253,387,26,55
1389,403,481,10,18
1390,585,610,59,64
1391,735,1315,24,32
1392,350,505,6,24
1393,390,785,20,37
1394,295,550,17,35
1395,529,530,55,59
1396,337,565,24,37
1397,510,695,33,55
1398,332,355,6,12
1399,410,539,33,53
1400,685,690,37,46
1401,298,540,7,31
1402,582,1105,5,29
1403,470,625,14,26
1404,299,539,17,61
1405,358,445,1,10
1406,780,1640,28,35
1407,390,454,25,31
1408,290,400,7,25
1409,565,565,33,34
1410,419,450,57,60
1411,365,589,26,49
1412,650,990,31,64
1413,300,1225,6,54
1414,324,580,14,34
1415,270,370,15,29
1416,3007,3176,61,63
1417,289,350,14,25
1418,347,440,25,33
1419,440,515,33,39
1420,390,669,13,33
1421,259,459,4,28
1422,305,332,12,14
1423,633,770,30,54
1424,480,735,23,36
1425,340,550,2,23
1426,415,935,2,32
1427,260,363,6,18
1428,325,450,33,57
1429,345,570,14,31
1430,454,699,13,31
1431,445,575,29,33
1432,888,945,36,44
1433,945,975,44,45
1434,1149,1260,61,65
1435,370,580,26,32
1436,548,835,29,58
1437,265,490,2,29
1438,320,325,5,12
1439,330,539,12,29
1440,485,800,22,33
1441,380,580,26,62
1442,311,435,8,24
1443,550,1099,15,46
1444,1099,1129,46,47
1445,629,748,31,47
1446,720,750,35,54
1447,545,885,19,36
1448,260,630,8,44
1449,528,695,29,57
1450,165,230,5,16
1451,440,1050,7,53
1452,395,630,27,47
1453,330,740,5,38
1454,329,530,10,30
1455,500,610,31,36
1456,965,1040,43,57
1457,460,534,35,61
1458,379,560,28,35
1459,255,336,13,24
1460,731,860,30,49
1461,345,550,27,36
1462,790,890,22,26
1463,420,450,34,63
1464,245,470,6,29
1465,380,540,27,53
1466,305,370,28,33
1467,370,455,33,40
1468,285,630,8,43
1469,280,379,19,29
1470,355,510,3,21
1471,310,570,2,30
1472,570,810,30,45
1473,215,350,17,30
1474,420,750,8,30
1475,380,559,27,54
1476,1218,1470,35,55
1477,279,440,16,36
1478,324,510,27,42
1479,440,540,32,57
1480,465,530,30,45
1481,875,1140,31,50
1482,320,655,6,43
1483,230,250,28,32
1484,225,365,17,34
1485,560,625,35,58
1486,255,540,5,24
1487,240,359,12,23
1488,359,625,23,61
1489,400,440,10,17
1490,342,475,5,18
1491,490,610,7,13
1492,515,555,34,49
1493,664,1169,20,63
1494,575,790,24,33
1495,1080,1540,29,38
1496,500,545,1,10
1497,365,490,10,19
1498,365,685,19,47
1499,560,1190,6,34
1500,350,840,11,53
1501,216,242,29,31
1502,242,290,31,34
1503,294,365,31,34
1504,609,690,33,44
1505,280,640,2,33
1506,688,789,33,56
1507,470,519,34,49
1508,525,685,19,27
1509,370,560,22,62
1510,340,350,27,28
1511,330,465,17,30
1512,600,790,24,46
1513,509,1320,13,43
1514,715,825,39,59
1515,329,799,9,57
1516,325,385,13,27
1517,415,559,10,22
1518,480,600,22,30
1519,300,375,8,14
1520,375,409,14,18
1521,409,535,18,31
1522,285,330,6,17
1523,320,330,31,32
1524,170,315,6,21
1525,515,594,33,47
1526,400,470,22,31
1527,860,870,45,58
1528,285,685,6,55
1529,479,640,16,25
1530,334,699,7,42
1531,322,599,9,29
1532,150,199,10,34
1533,650,950,28,39
1534,425,570,24,33
1535,403,560,21,33
1536,729,785,30,39
1537,324,640,10,36
1538,913,1040,36,52
1539,475,564,31,35
1540,449,500,29,49
1541,339,455,9,20
1542,452,457,13,14
1543,340,442,26,32
1544,315,419,12,28
1545,327,455,9,24
1546,318,450,13,26
1547,510,730,28,59
1548,2095,2230,61,65
1549,240,320,35,56
1550,719,972,30,49
1551,315,467,14,29
1552,683,812,33,63
1553,745,830,24,29
1554,329,447,28,31
1555,555,620,30,37
1556,300,420,10,28
1557,265,305,8,14
1558,305,320,14,15
1559,320,355,15,21
1560,570,995,14,28
1561,530,735,23,33
1562,265,524,8,34
1563,566,630,2,8
1564,310,599,14,39
1565,475,595,32,38
1566,352,599,17,38
1567,619,619,51,55
1568,464,936,6,53
1569,290,510,30,36
1570,485,690,21,27
1571,690,853,27,30
1572,265,289,15,26
1573,279,390,13,27
1574,610,1130,31,51
1575,370,700,21,42
1576,290,490,25,38
1577,349,805,5,54
1578,635,735,30,35
1579,410,465,12,16
1580,600,630,62,63
1581,300,415,5,28
1582,430,485,33,39
1583,319,480,12,32
1584,520,815,18,39
1585,322,322,2,4
1586,330,745,10,53
1587,334,540,4,24
1588,169,270,15,26
1589,340,595,24,37
1590,630,650,56,63
1591,290,333,17,22
1592,333,435,22,29
1593,318,635,8,59
1594,290,365,5,14
1595,365,395,14,16
1596,300,520,1,33
1597,287,495,25,38
1598,435,565,10,20
1599,570,915,23,43
1600,1249,1670,31,50
1601,268,390,17,57
1602,409,475,26,30
1603,500,680,23,33
1604,750,1380,23,36
1605,359,649,14,39
1606,287,408,11,31
1607,385,420,28,31
1608,365,579,25,36
1609,370,487,14,25
1610,495,1055,10,49
1611,440,940,22,63
1612,326,450,11,32
1613,385,449,31,37
1614,550,650,31,38
1615,800,875,61,65
1616,530,1080,16,45
1617,555,555,33,34
1618,355,415,7,21
1619,415,635,21,33
1620,215,215,29,30
1621,650,840,34,42
1622,280,330,4,13
1623,395,570,25,53
1624,926,1120,32,46
1625,400,619,19,35
1626,356,440,7,19
1627,325,525,14,32
1628,370,460,19,25
1629,380,910,3,43
1630,1490,1550,42,46
1631,485,564,33,46
1632,455,724,18,35
1633,835,865,34,36
1634,1320,1320,61,62
1635,249,370,2,24
1636,324,589,21,38
1637,249,259,14,18
1638,275,690,10,43
1639,535,610,33,46
1640,150,180,11,34
1641,320,580,18,43
1642,218,320,20,35
1643,870,870,30,31
1644,344,480,10,54
1645,399,574,27,44
1646,340,582,17,36
1647,582,610,36,44
1648,304,599,13,47
1649,350,449,33,43
1650,680,750,37,51
1651,278,480,12,33
1652,296,319,6,8
1653,319,1720,8,62
1654,524,620,28,33
1655,327,478,11,27
1656,478,670,27,46
1657,287,380,58,59
1658,390,510,18,27
1659,555,715,31,43
1660,370,575,26,37
1661,260,380,29,56
1662,389,389,31,32
1663,349,390,5,7
1664,650,700,36,46
1665,295,433,6,23
1666,396,626,26,58
1667,395,769,13,53
1668,492,764,8,23
1669,310,349,21,30
1670,250,450,27,55
1671,330,365,4,12
1672,339,570,13,35
1673,391,475,18,24
1674,610,645,35,47
1675,360,430,27,33
1676,430,430,33,34
1677,311,318,6,7
1678,409,610,26,37
1679,391,670,20,52
1680,625,685,28,50
1681,365,415,29,33
1682,389,590,22,58
1683,215,270,1,11
1684,270,345,11,25
1685,535,540,44,54
1686,210,250,8,32
1687,575,710,23,37
1688,710,780,37,54
1689,660,700,33,44
1690,185,345,32,46
1691,376,549,22,37
1692,561,605,37,44
1693,760,1020,29,42
1694,310,340,9,15
1695,275,600,11,38
1696,325,545,14,34
1697,545,645,34,43
1698,410,565,27,34
1699,299,430,14,29
1700,590,765,33,55
1701,355,710,6,59
1702,750,809,33,37
1703,809,900,37,57
1704,380,480,14,23
1705,335,370,26,30
1706,480,580,29,32
1707,230,274,4,13
1708,635,880,32,63
1709,400,480,6,11
1710,450,510,23,28
1711,356,460,22,31
1712,650,1080,27,61
1713,315,930,3,49
1714,285,365,8,16
1715,200,343,30,58
1716,500,550,33,46
1717,275,529,14,38
1718,370,485,12,26
1719,290,330,7,12
1720,330,370,6,14
1721,370,510,14,26
1722,740,827,33,43
1723,649,650,44,57
1724,382,715,10,58
1725,420,540,11,19
1726,750,750,22,23
1727,470,619,18,27
1728,467,570,33,56
1729,405,450,13,22
1730,400,640,21,30
1731,395,900,2,46
1732,465,680,23,35
1733,1380,1820,26,39
1734,349,670,6,36
1735,324,400,9,14
1736,1825,2040,42,54
1737,540,550,22,23
1738,240,270,9,14
1739,270,483,14,36
1740,360,720,6,36
1741,320,515,9,28
1742,490,570,18,23
1743,720,810,32,48
1744,935,1120,29,46
1745,212,290,14,25
1746,290,330,25,28
1747,290,330,45,50
1748,236,243,1,11
1749,270,334,20,28
1750,263,325,1,13
1751,775,810,46,54
1752,275,470,11,33
1753,290,555,9,31
1754,460,749,18,59
1755,392,485,31,36
1756,860,1060,35,62
1757,390,625,22,43
1758,284,325,9,13
1759,1551,2080,31,44
1760,1490,1500,37,42
1761,405,535,10,17
1762,510,1250,12,43
1763,334,529,23,64
1764,419,700,28,34
1765,270,365,2,15
1766,472,609,33,53
1767,748,1449,17,36
1768,504,630,30,57
1769,305,560,13,33
1770,519,600,25,30
1771,454,1100,11,54
1772,322,475,10,25
1773,313,620,16,45
1774,215,350,2,26
1775,790,930,32,37
1776,553,679,30,59
1777,376,610,6,25
1778,615,962,15,31
1779,985,1700,32,47
1780,499,795,26,61
1781,615,880,23,46
1782,548,640,31,53
1783,393,730,12,31
1784,454,870,12,37
1785,980,1050,8,22
1786,140,169,15,18
1787,664,664,63,65
1788,703,1040,22,53
1789,360,525,12,26
1790,450,650,13,29
1791,565,590,5,13
1792,695,840,38,56
1793,365,850,3,51
1794,350,455,12,23
1795,305,602,8,36
1796,195,215,2,6
1797,348,565,1,25
1798,379,890,9,54
1799,400,475,21,30
1800,403,440,12,17
1801,270,316,3,8
1802,394,735,12,33
1803,420,775,12,27
1804,280,509,13,45
1805,365,630,3,27
1806,425,550,5,16
1807,440,680,22,42
1808,725,825,30,37
1809,380,400,3,5
1810,826,826,23,25
1811,330,386,2,12
1812,585,660,10,17
1813,1070,1540,34,37
1814,281,332,24,30
1815,523,645,24,30
1816,570,615,53,55
1817,890,890,62,63
1818,315,785,9,56
1819,343,605,10,39
1820,605,705,39,52
1821,590,1275,21,61
1822,326,544,7,29
1823,419,460,19,22
1824,530,665,21,29
1825,665,1019,29,37
1826,270,669,10,37
1827,405,880,11,40
1828,340,599,26,38
1829,310,600,17,54
1830,435,538,10,24
1831,299,370,22,30
1832,665,860,33,55
1833,185,515,3,36
1834,355,699,29,62
1835,308,355,9,16
1836,360,525,10,33
1837,448,488,38,44
1838,850,919,23,26
1839,385,449,28,32
1840,285,369,14,22
1841,330,335,32,33
1842,290,367,7,14
1843,423,500,7,17
1844,545,580,61,63
1845,330,345,25,26
1846,910,1550,22,63
1847,430,620,25,43
1848,330,559,14,33
1849,390,439,16,27
1850,528,599,33,56
1851,363,565,13,31
1852,290,355,7,12
1853,558,850,25,43
1854,427,850,11,35
1855,264,560,1,32
1856,395,415,25,29
1857,380,470,30,53
1858,530,600,14,20
1859,323,460,18,33
1860,255,480,9,33
1861,385,415,16,21
1862,400,409,31,32
1863,315,566,24,34
1864,413,910,6,38
1865,890,975,30,36
1866,289,445,14,29
1867,445,569,29,34
1868,248,629,3,46
1869,390,630,12,31
1870,600,1030,24,39
1871,425,485,14,23
1872,355,649,26,62
1873,549,549,21,23
1874,730,735,38,48
1875,395,470,32,46
1876,500,850,28,47
1877,700,2000,4,57
1878,580,620,30,32
1879,395,600,32,38
1880,287,420,2,21
1881,420,660,21,35
1882,420,519,31,37
1883,365,719,15,53
1884,205,510,5,47
1885,347,425,26,31
1886,640,1250,23,48
1887,370,410,8,11
1888,410,672,11,27
1889,358,535,12,34
1890,320,470,29,55
1891,325,482,34,39
1892,350,769,2,33
1893,410,702,21,45
1894,775,1000,29,45
1895,376,383,30,32
1896,254,339,7,30
1897,373,543,10,33
1898,355,550,28,39
1899,385,470,13,23
1900,392,419,14,20
1901,419,620,20,37
1902,620,660,37,52
1903,258,295,8,27
1904,350,650,12,31
1905,365,620,13,31
1906,620,775,31,37
1907,485,800,14,33
1908,1735,1870,43,53
1909,420,590,27,43
1910,315,620,14,43
1911,490,532,22,27
1912,810,832,34,47
1913,515,570,26,30
1914,570,750,30,35
1915,660,1080,12,27
1916,352,455,5,15
1917,455,495,15,20
1918,575,880,18,47
1919,510,630,19,27
1920,295,584,8,30
1921,345,430,2,17
1922,430,660,17,31
1923,426,510,32,35
1924,239,409,28,54
1925,300,800,1,43
1926,480,565,29,32
1927,360,529,12,27
1928,529,720,27,42
1929,339,375,3,11
1930,599,635,37,54
1931,2125,2155,54,58
1932,229,359,20,35
1933,345,425,8,14
1934,265,560,13,54
1935,570,777,28,40
1936,382,560,25,39
1937,409,753,11,36
1938,400,690,7,31
1939,410,850,7,48
1940,299,599,13,53
1941,480,590,24,55
1942,430,1050,1,43
1943,355,395,13,17
1944,540,950,9,51
1945,329,555,14,46
1946,270,625,7,34
1947,577,630,34,64
1948,381,880,5,54
1949,400,437,14,25
1950,340,630,3,35
1951,500,515,34,38
1952,510,605,9,18
1953,359,570,21,36
1954,400,508,14,28
1955,539,540,37,53
1956,240,399,2,26
1957,380,619,20,39
1958,335,570,14,42
1959,550,1560,1,61
1960,379,460,18,26
1961,210,256,2,10
1962,410,640,16,34
1963,415,510,14,24
1964,421,639,32,46
1965,250,695,14,54
1966,375,444,9,15
1967,309,652,11,39
1968,680,700,39,54
1969,490,665,23,34
1970,259,400,2,23
1971,335,790,12,37
1972,445,635,26,33
1973,409,590,32,47
1974,799,915,34,62
1975,329,425,13,21
1976,565,570,22,28
1977,245,250,31,33
1978,250,325,33,38
1979,245,340,32,39
1980,820,900,33,47
1981,560,655,9,11
1982,285,366,5,18
1983,265,419,3,22
1984,517,530,29,30
1985,595,595,25,26
1986,595,683,26,29
1987,404,425,32,33
1988,740,1135,29,61
1989,410,530,28,35
1990,550,1475,19,63
1991,375,410,6,13
1992,449,750,22,37
1993,443,530,7,14
1994,385,540,23,33
1995,394,2550,13,39
1996,401,463,34,54
1997,305,590,8,35
1998,680,765,33,51
1999,260,630,5,34
2000,570,715,33,39
2001,270,370,10,18
2002,370,745,18,46
2003,159,259,3,30
2004,345,565,1,22
2005,320,1060,13,65
2006,520,670,31,38
2007,440,809,31,62
2008,227,450,2,29
2009,309,849,1,36
2010,225,390,5,33
2011,399,710,21,61
2012,345,580,5,26
2013,266,655,13,35
2014,314,570,18,37
2015,440,659,23,33
2016,510,690,16,28
2017,200,253,4,16
2018,253,350,16,28
2019,549,629,57,62
2020,340,620,5,30
2021,620,760,30,45
2022,540,730,26,37
2023,890,1195,31,46
2024,365,460,8,20
2025,1800,2013,54,63
2026,280,450,18,31
2027,485,575,12,18
2028,690,770,33,45
2029,355,440,25,31
2030,424,645,30,63
2031,348,420,17,34
2032,700,1590,10,44
2033,399,650,15,32
2034,385,590,24,38
2035,289,480,14,33
2036,173,185,9,11
2037,519,535,24,33
2038,349,590,7,28
2039,210,275,4,22
2040,275,390,22,36
2041,390,399,36,37
2042,377,530,3,18
2043,530,875,18,43
2044,875,950,43,54
2045,250,650,5,34
2046,349,399,37,46
2047,360,443,23,31
2048,388,820,3,33
2049,329,699,13,54
2050,290,610,3,29
2051,650,1200,27,54
2052,549,1195,13,34
2053,950,950,37,39
2054,660,710,22,27
2055,302,600,5,29
2056,360,379,14,18
2057,117,285,13,32
2058,555,800,22,33
2059,1740,1740,65,66
2060,570,1220,18,57
2061,339,479,28,55
2062,410,454,38,43
2063,710,740,46,56
2064,304,439,14,34
2065,669,800,59,64
2066,345,645,10,37
2067,672,1025,25,35
2068,1025,1026,35,36
2069,185,399,29,54
2070,340,445,31,35
2071,300,800,7,45
2072,365,670,9,32
2073,324,390,13,19
2074,390,459,19,23
2075,575,880,22,52
2076,485,685,21,30
2077,545,580,36,63
2078,330,372,22,23
2079,605,720,33,54
2080,418,690,25,54
2081,380,599,6,36
2082,155,195,8,29
2083,270,325,21,31
2084,369,720,2,46
2085,540,850,22,44
2086,520,669,32,63
2087,407,418,30,31
2088,418,579,31,40
2089,565,729,31,35
2090,176,275,5,33
2091,191,530,31,38
2092,660,670,37,51
2093,559,1140,13,54
2094,730,2080,11,66
2095,448,520,16,23
2096,455,940,17,54
2097,430,600,30,46
2098,725,810,35,60
2099,850,890,61,63
2100,245,455,3,26
2101,165,276,2,35
2102,310,800,5,38
2103,295,650,10,36
2104,840,920,55,61
2105,255,445,14,35
2106,435,990,10,37
2107,450,450,57,61
2108,285,335,26,33
2109,485,1150,10,43
2110,301,440,8,28
2111,280,390,23,32
2112,518,1300,8,36
2113,180,349,14,34
2114,428,815,10,31
2115,250,300,28,31
2116,375,658,17,39
2117,425,879,9,59
2118,330,605,2,31
2119,142,380,2,55
2120,397,664,17,34
2121,635,830,7,19
2122,825,850,32,43
2123,490,705,26,39
2124,550,870,22,39
2125,500,580,32,39
2126,310,437,10,25
2127,305,370,10,19
2128,429,554,33,43
2129,410,470,5,14
2130,417,437,27,28
2131,410,711,16,45
2132,367,372,24,25
2133,240,520,5,44
2134,930,1050,36,50
2135,387,825,14,37
2136,295,485,6,27
2137,400,520,4,15
2138,369,503,13,25
2139,164,185,9,32
2140,400,500,23,37
2141,465,630,2,18
2142,239,364,13,31
2143,480,650,25,36
2144,535,785,24,31
2145,450,477,5,8
2146,552,610,33,44
2147,1070,1180,37,53
2148,325,450,11,26
2149,910,1049,54,58
2150,400,640,13,36
2151,650,790,31,45
2152,800,825,25,26
2153,393,520,14,26
2154,440,835,14,55
2155,400,520,31,57
2156,250,279,9,13
2157,276,390,4,22
2158,440,935,7,38
2159,445,980,13,54
2160,314,484,14,63
2161,295,340,5,11
2162,340,455,11,25
2163,455,740,25,54
2164,740,870,54,65
2165,770,1120,27,36
2166,1120,1120,36,45
2167,300,539,23,65
2168,339,469,13,25
2169,389,590,2,20
2170,450,555,12,21
2171,549,745,28,43
2172,1990,2090,38,47
2173,404,652,16,37
2174,485,720,21,31
2175,230,380,21,60
2176,590,1149,19,59
2177,159,280,9,33
2178,192,278,6,14
2179,187,540,13,35
2180,248,363,1,15
2181,363,655,15,33
2182,390,469,3,12
2183,336,447,13,14
2184,260,278,13,14
2185,427,850,15,52
2186,545,670,31,43
2187,420,455,22,27
2188,305,309,5,9
2189,640,720,23,63
2190,200,200,35,36
2191,370,530,10,27
2192,589,880,26,51
2193,359,399,57,64
2194,265,550,11,36
2195,550,590,36,55
2196,525,682,31,44
2197,355,570,18,33
2198,570,675,33,44
2199,250,329,15,32
2200,358,395,7,11
2201,305,415,28,35
2202,245,320,3,12
2203,280,455,10,25
2204,605,750,26,31
2205,340,770,13,61
2206,387,649,17,37
2207,238,275,11,31
2208,763,850,33,47
2209,285,355,2,13
2210,645,790,34,53
2211,360,405,11,17
2212,695,1355,16,43
2213,393,649,14,56
2214,369,600,24,36
2215,465,639,22,31
2216,400,750,25,53
2217,233,307,7,13
2218,307,360,13,21
2219,293,565,7,53
2220,495,569,29,31
2221,640,775,33,62
2222,730,950,28,33
2223,550,679,13,22
2224,460,630,30,34
2225,270,560,10,59
2226,315,389,10,32
2227,280,389,33,57
2228,1150,1350,28,31
2229,239,365,23,61
2230,485,1080,7,40
2231,500,520,1,5
2232,235,435,7,27
2233,430,594,25,55
2234,570,830,27,61
2235,650,659,63,65
2236,310,600,19,54
2237,450,560,29,34
2238,500,893,18,31
2239,605,750,22,31
2240,699,729,50,61
2241,340,590,18,32
2242,655,755,35,51
2243,255,310,1,14
2244,195,530,1,42
2245,530,555,42,53
2246,290,640,7,49
2247,400,510,34,39
2248,360,499,32,40
2249,796,930,28,31
2250,450,607,12,25
2251,325,580,7,25
2252,385,390,27,28
2253,365,685,3,30
2254,1080,1267,58,65
2255,1450,1630,39,49
2256,250,500,6,31
2257,300,310,2,7
2258,310,565,7,32
2259,540,815,27,34
2260,353,570,16,37
2261,680,700,30,31
2262,582,740,28,34
2263,735,890,35,57
2264,625,869,27,58
2265,340,390,42,54
2266,910,1000,20,24
2267,239,255,2,6
2268,610,695,33,47
2269,579,1035,22,64
2270,1035,1035,64,65
2271,263,470,9,29
2272,470,589,29,35
2273,845,975,35,40
2274,375,545,29,36
2275,300,445,12,31
2276,635,670,37,50
2277,289,411,21,56
2278,365,562,21,36
2279,516,551,18,20
2280,308,430,9,10
2281,430,790,10,34
2282,463,524,18,28
2283,820,820,37,50
2284,250,383,25,34
2285,280,475,2,22
2286,559,599,47,55
2287,380,410,23,28
2288,150,155,7,20
2289,155,280,20,53
2290,290,415,14,28
2291,749,749,15,16
2292,340,415,23,31
2293,540,890,13,33
2294,270,435,21,25
2295,860,978,33,44
2296,360,360,30,31
2297,260,329,9,18
2298,455,730,25,58
2299,449,510,29,31
2300,495,915,5,31
2301,915,1300,31,38
2302,440,495,8,19
2303,530,780,25,47
2304,460,580,9,33
2305,1550,1640,45,47
2306,380,860,19,34
2307,240,355,22,38
2308,365,465,8,18
2309,669,730,31,54
2310,292,530,2,26
2311,357,845,3,39
2312,379,635,16,33
2313,260,280,1,6
2314,485,635,28,54
2315,234,375,8,45
2316,353,650,13,54
2317,445,600,14,26
2318,285,610,10,39
2319,500,525,30,32
2320,730,800,36,44
2321,690,890,27,47
2322,385,545,28,34
2323,450,715,23,35
2324,150,690,30,42
2325,782,1250,23,34
2326,284,489,22,30
2327,705,705,65,66
2328,940,990,44,57
2329,365,500,17,27
2330,655,969,19,33
2331,589,1010,14,34
2332,275,619,12,55
2333,575,685,29,33
2334,730,862,29,39
2335,510,765,28,58
2336,647,780,34,57
2337,385,590,14,31
2338,390,420,5,13
2339,870,950,31,46
2340,517,815,24,38
2341,590,720,29,33
2342,720,750,33,46
2343,340,645,13,39
2344,645,740,39,43
2345,610,790,25,54
2346,479,649,30,54
2347,370,760,14,60
2348,230,290,9,25
2349,450,600,24,31
2350,600,770,31,54
2351,507,515,20,22
2352,299,450,8,33
2353,325,689,10,36
2354,510,850,29,54
2355,499,519,35,36
2356,459,490,38,45
2357,509,660,22,32
2358,300,745,4,38
2359,349,490,29,36
2360,690,1180,61,62
2361,750,860,14,18
2362,630,875,32,63
2363,2250,2250,22,23
2364,378,625,9,28
2365,419,550,25,29
2366,499,629,28,34
2367,397,450,24,29
2368,171,230,20,25
2369,699,780,37,45
2370,650,1195,24,65
2371,425,780,14,46
2372,610,670,33,38
2373,439,560,17,27
2374,314,405,17,23
2375,650,730,37,55
2376,424,450,33,57
2377,636,1393,15,47
2378,308,440,15,29
2379,795,1030,22,33
2380,510,675,23,30
2381,675,700,30,47
2382,370,1080,1,36
2383,175,190,2,20
2384,220,385,5,23
2385,385,600,23,42
2386,350,400,11,14
2387,540,820,42,53
2388,180,429,14,29
2389,325,1070,3,52
2390,405,590,29,51
2391,430,550,14,24
2392,234,400,8,28
2393,400,560,28,54
2394,295,329,21,29
2395,243,340,25,29
2396,1588,1850,43,46
2397,333,335,10,16
2398,765,1370,22,54
2399,390,465,34,54
2400,465,465,54,58
2401,650,740,35,58
2402,399,650,20,35
2403,202,240,4,29
2404,319,379,26,35
2405,280,505,16,34
2406,505,530,34,53
2407,1350,1895,29,38
2408,340,550,9,31
2409,260,389,14,28
2410,250,580,10,34
2411,440,680,15,32
2412,610,1130,10,58
2413,730,757,61,65
2414,330,400,17,29
2415,400,400,29,30
2416,323,346,11,13
2417,485,510,34,46
2418,465,650,11,25
2419,440,900,29,39
2420,290,475,10,31
2421,468,629,11,25
2422,305,375,14,23
2423,410,489,17,25
2424,610,795,19,27
2425,374,425,11,13
2426,330,500,18,29
2427,290,515,14,34
2428,422,760,14,61
2429,414,850,6,33
2430,345,415,16,26
2431,413,520,14,27
2432,540,609,35,47
2433,355,710,8,37
2434,309,425,5,13
2435,344,850,4,45
2436,263,520,10,31
2437,620,1070,23,39
2438,850,1210,32,62
2439,350,659,12,34
